COUNTRY_CODE;MERCHANT_ID;PRODUCT_ID;ORDER_ID;ORDERLINE_ID;ORDER_DATE;DATE_SAV_CREATION;DATE_REFUND
es-es;407;14550;3327451;3336012;2020-07-04 21:19:35.000;;
fr-fr;233;3206;3327452;3336013;2020-07-04 21:20:14.000;;
fr-fr;80;3207;3327453;3336014;2020-07-04 21:20:18.000;;
fr-fr;256;36828;3327456;3336017;2020-07-04 21:22:06.000;2020-07-19 16:16:37.000;
fr-fr;713;23862;3327457;3336018;2020-07-04 21:23:06.000;2020-07-06 16:19:25.000;
es-es;323;3226;3327458;3336019;2020-07-04 21:23:39.000;2020-07-07 07:07:22.000;
es-es;331;15023;3327459;3336020;2020-07-04 21:23:52.000;;
fr-fr;807;3214;3327460;3336021;2020-07-04 21:23:52.000;2020-07-05 12:25:40.000;
fr-fr;2;1859;3327461;3336022;2020-07-04 21:24:06.000;;
fr-fr;256;16746;3327462;3336023;2020-07-04 21:24:09.000;2020-09-06 09:53:10.000;
fr-fr;1124;1859;3327465;3336026;2020-07-04 21:24:40.000;;
fr-fr;220;3218;3327466;3336027;2020-07-04 21:24:44.000;;
fr-fr;3;12896;3327467;3336028;2020-07-04 21:24:55.000;;
fr-fr;1226;15026;3327469;3336030;2020-07-04 21:25:02.000;;
es-es;441;14558;3327470;3336031;2020-07-04 21:25:06.000;2020-07-09 20:35:08.000;2020-08-01 14:35:52.000
de-de;331;15023;3327472;3336033;2020-07-04 21:25:17.000;2020-07-11 08:45:03.000;2020-07-05 10:35:27.000
fr-fr;918;3209;3327473;3336034;2020-07-04 21:26:07.000;2020-08-15 22:39:35.000;
fr-fr;1124;1859;3327474;3336035;2020-07-04 21:26:08.000;;
es-es;332;16746;3327475;3336036;2020-07-04 21:26:09.000;;
fr-fr;78;14850;3327476;3336037;2020-07-04 21:26:18.000;;
fr-fr;935;1272;3327478;3336039;2020-07-04 21:27:06.000;2020-07-12 11:34:11.000;
fr-fr;478;1224;3327480;3336041;2020-07-04 21:27:41.000;;
fr-fr;918;3215;3327486;3336047;2020-07-04 21:28:38.000;;
fr-fr;666;6516;3327491;3336052;2020-07-04 21:28:51.000;;
fr-fr;918;3221;3327492;3336053;2020-07-04 21:29:05.000;;
fr-fr;256;1870;3327493;3336054;2020-07-04 21:29:09.000;;
fr-fr;935;1794;3327494;3336055;2020-07-04 21:29:37.000;;
es-es;323;3212;3327497;3336058;2020-07-04 21:30:27.000;2020-07-06 11:51:48.000;
de-de;383;3206;3327498;3336059;2020-07-04 21:30:43.000;;
fr-fr;668;83241;3327499;3336060;2020-07-04 21:30:45.000;;
es-es;991;2180;3327500;3336061;2020-07-04 21:30:53.000;;2020-07-05 15:39:57.000
fr-fr;220;3218;3327502;3336063;2020-07-04 21:31:38.000;;
fr-fr;491;15028;3327503;3336064;2020-07-04 21:31:53.000;;
fr-fr;41;2174;3327504;3336065;2020-07-04 21:31:59.000;2020-07-11 13:08:00.000;
fr-fr;78;17775;3327505;3336066;2020-07-04 21:31:59.000;2020-10-02 16:02:16.000;
es-es;1044;6518;3327507;3336068;2020-07-04 21:32:17.000;2020-09-27 12:20:43.000;
fr-fr;283;1661;3327508;3336069;2020-07-04 21:32:23.000;;
fr-fr;666;16094;3327509;3336070;2020-07-04 21:32:47.000;2020-07-10 22:44:16.000;
fr-fr;807;3214;3327510;3336071;2020-07-04 21:32:54.000;2020-07-07 22:51:41.000;
fr-fr;332;15023;3327511;3336072;2020-07-04 21:33:21.000;;
fr-fr;365;3215;3327512;3336073;2020-07-04 21:33:22.000;;
es-es;1044;3215;3327513;3336074;2020-07-04 21:33:24.000;;
fr-fr;282;1755;3327514;3336075;2020-07-04 21:33:27.000;;
fr-fr;860;1223;3327515;3336076;2020-07-04 21:33:34.000;;
fr-fr;713;16746;3327516;3336077;2020-07-04 21:33:48.000;;
es-es;393;1797;3327517;3336078;2020-07-04 21:34:02.000;;
fr-fr;918;3215;3327518;3336079;2020-07-04 21:34:17.000;2020-07-09 11:56:00.000;
fr-fr;407;12896;3327519;3336080;2020-07-04 21:34:20.000;;
fr-fr;985;2503;3327520;3336081;2020-07-04 21:34:32.000;;
fr-fr;560;14559;3327521;3336082;2020-07-04 21:34:49.000;2020-07-07 19:07:29.000;
fr-fr;918;3218;3327522;3336083;2020-07-04 21:34:49.000;2020-07-07 19:52:27.000;
es-es;767;127703;3327524;3336085;2020-07-04 21:36:26.000;2020-07-17 12:46:40.000;2020-07-24 13:27:33.000
fr-fr;256;14558;3327526;3336087;2020-07-04 21:37:02.000;2020-07-05 01:35:14.000;
fr-fr;220;3218;3327527;3336088;2020-07-04 21:37:22.000;;
es-es;918;1859;3327528;3336089;2020-07-04 21:37:43.000;;
es-es;767;52206;3327529;3336090;2020-07-04 21:37:43.000;;
fr-fr;992;10744;3327530;3336091;2020-07-04 21:37:44.000;2020-07-09 14:35:27.000;
de-de;835;2290;3327531;3336092;2020-07-04 21:37:59.000;2020-07-11 16:49:35.000;
fr-fr;332;15023;3327532;3336093;2020-07-04 21:39:21.000;;
es-es;353;3206;3327533;3336094;2020-07-04 21:39:38.000;;
fr-fr;342;1792;3327535;3336096;2020-07-04 21:40:21.000;2020-09-24 23:06:30.000;
fr-fr;233;2289;3327536;3336097;2020-07-04 21:40:34.000;;
fr-fr;256;16746;3327537;3336098;2020-07-04 21:40:36.000;;
fr-fr;138;14665;3327539;3336100;2020-07-04 21:41:17.000;;
fr-fr;41;21896;3327540;3336101;2020-07-04 21:41:36.000;2020-07-04 21:46:26.000;
fr-fr;353;3215;3327542;3336103;2020-07-04 21:41:59.000;;
fr-fr;918;3218;3327543;3336104;2020-07-04 21:42:02.000;;
fr-fr;713;24216;3327544;3336105;2020-07-04 21:42:08.000;2020-08-01 00:25:10.000;
fr-fr;353;3220;3327545;3336106;2020-07-04 21:42:20.000;;
fr-fr;752;1662;3327546;3336107;2020-07-04 21:42:38.000;2020-07-16 10:32:50.000;
fr-fr;459;1797;3327548;3336109;2020-07-04 21:42:56.000;;
fr-fr;918;3215;3327549;3336110;2020-07-04 21:43:08.000;;
fr-fr;183;1683;3327550;3336111;2020-07-04 21:43:10.000;;
fr-fr;407;12907;3327551;3336112;2020-07-04 21:43:50.000;;
fr-fr;411;1755;3327552;3336113;2020-07-04 21:44:10.000;;
fr-fr;713;16746;3327554;3336115;2020-07-04 21:44:21.000;2020-07-06 22:24:03.000;
fr-fr;25;2552;3327555;3336116;2020-07-04 21:44:43.000;2020-09-03 12:06:09.000;
es-es;166;3214;3327556;3336117;2020-07-04 21:44:56.000;2020-07-09 16:15:58.000;
fr-fr;80;36827;3327557;3336118;2020-07-04 21:46:07.000;2020-07-06 21:32:50.000;
es-es;713;14562;3327558;3336119;2020-07-04 21:46:46.000;2020-08-04 23:51:36.000;
fr-fr;918;3215;3327559;3336120;2020-07-04 21:46:50.000;;
es-es;342;1859;3327560;3336121;2020-07-04 21:46:58.000;;
fr-fr;716;112610;3327563;3336124;2020-07-04 21:48:39.000;;
fr-fr;595;17775;3327565;3336126;2020-07-04 21:48:50.000;2020-07-05 21:45:00.000;
de-de;331;14562;3327566;3336127;2020-07-04 21:49:01.000;2020-07-12 13:12:29.000;
fr-fr;918;3218;3327567;3336128;2020-07-04 21:49:20.000;;
fr-fr;918;3283;3327568;3336129;2020-07-04 21:49:23.000;;
es-es;491;3215;3327569;3336130;2020-07-04 21:50:03.000;2020-07-13 18:42:56.000;
fr-fr;918;3215;3327570;3336131;2020-07-04 21:50:08.000;2020-07-28 22:55:15.000;
fr-fr;918;3218;3327571;3336132;2020-07-04 21:50:42.000;;
fr-fr;491;6517;3327572;3336133;2020-07-04 21:50:46.000;;
fr-fr;365;3215;3327573;3336134;2020-07-04 21:50:50.000;;
fr-fr;2;10234;3327574;3336135;2020-07-04 21:50:53.000;;
fr-fr;342;1859;3327577;3336138;2020-07-04 21:51:17.000;;
fr-fr;220;3218;3327578;3336139;2020-07-04 21:51:49.000;;
fr-fr;260;3225;3327579;3336140;2020-07-04 21:51:54.000;2020-07-10 20:07:21.000;
fr-fr;80;14558;3327580;3336141;2020-07-04 21:52:29.000;2020-07-05 11:52:28.000;
fr-fr;407;16746;3327581;3336142;2020-07-04 21:52:34.000;2020-07-31 16:45:49.000;
fr-fr;807;3221;3327582;3336143;2020-07-04 21:52:46.000;;
fr-fr;256;10746;3327584;3336145;2020-07-04 21:53:08.000;;
it-it;68;1661;3327586;3336147;2020-07-04 21:54:08.000;2020-07-12 12:58:31.000;
fr-fr;1035;144847;3327587;3336148;2020-07-04 21:54:21.000;;
fr-fr;918;3215;3327589;3336151;2020-07-04 21:54:39.000;;
fr-fr;220;14562;3327590;3336152;2020-07-04 21:54:58.000;;
fr-fr;282;2294;3327591;3336153;2020-07-04 21:55:03.000;;
fr-fr;80;1225;3327592;3336154;2020-07-04 21:55:20.000;;
fr-fr;194;26834;3327593;3336155;2020-07-04 21:55:23.000;;
fr-fr;220;3218;3327595;3336157;2020-07-04 21:56:02.000;;
fr-fr;39;14156;3327597;3336159;2020-07-04 21:57:21.000;;
fr-fr;220;3218;3327598;3336160;2020-07-04 21:57:37.000;2020-07-06 14:55:54.000;
fr-fr;491;12267;3327599;3336161;2020-07-04 21:57:45.000;;
fr-fr;283;1305;3327600;3336162;2020-07-04 21:58:23.000;;
fr-fr;342;36827;3327601;3336163;2020-07-04 21:58:29.000;;
fr-fr;183;14663;3327602;3336164;2020-07-04 21:58:31.000;;
fr-fr;1035;144847;3327603;3336165;2020-07-04 21:58:40.000;2020-07-04 22:09:23.000;2020-07-05 11:39:03.000
fr-fr;459;1755;3327604;3336166;2020-07-04 21:58:49.000;2020-12-28 19:02:18.000;
fr-fr;459;1794;3327604;3336167;2020-07-04 21:58:49.000;2021-03-09 21:52:47.000;
fr-fr;80;36829;3327605;3336168;2020-07-04 21:58:49.000;2020-07-05 12:09:54.000;
fr-fr;78;14099;3327606;3336169;2020-07-04 21:58:56.000;2020-10-08 15:59:07.000;
fr-fr;1202;119056;3327607;3336170;2020-07-04 21:58:58.000;;
fr-fr;233;3207;3327608;3336171;2020-07-04 21:59:08.000;;
fr-fr;138;2431;3327609;3336172;2020-07-04 21:59:13.000;;
de-de;138;14561;3327610;3336173;2020-07-04 21:59:15.000;;
fr-fr;283;2290;3327611;3336174;2020-07-04 21:59:30.000;;
fr-fr;332;15023;3327612;3336175;2020-07-04 21:59:56.000;;
es-es;78;17775;3327613;3336176;2020-07-04 22:00:05.000;;
fr-fr;282;2826;3327617;3336180;2020-07-04 22:00:56.000;;
fr-fr;68;1183;3327619;3336182;2020-07-04 22:01:12.000;;
es-es;767;127703;3327620;3336183;2020-07-04 22:01:34.000;2020-07-11 12:00:58.000;
fr-fr;2;3221;3327621;3336184;2020-07-04 22:02:14.000;;
fr-fr;233;3206;3327622;3336185;2020-07-04 22:02:27.000;;
fr-fr;168;1756;3327623;3336186;2020-07-04 22:02:37.000;;
fr-fr;256;14893;3327624;3336187;2020-07-04 22:02:44.000;;
es-es;323;3208;3327625;3336188;2020-07-04 22:02:44.000;;
es-es;282;14561;3327628;3336191;2020-07-04 22:02:58.000;;
fr-fr;663;2174;3327629;3336192;2020-07-04 22:03:35.000;;
fr-fr;283;15023;3327631;3336194;2020-07-04 22:04:24.000;2020-07-06 18:53:30.000;2020-07-10 14:18:19.000
fr-fr;233;3207;3327632;3336195;2020-07-04 22:04:41.000;;
fr-fr;353;10747;3327634;3336197;2020-07-04 22:05:06.000;;
fr-fr;713;14550;3327636;3336199;2020-07-04 22:05:54.000;2020-08-20 21:23:48.000;
fr-fr;918;3207;3327637;3336200;2020-07-04 22:06:13.000;;
fr-fr;153;3215;3327639;3336202;2020-07-04 22:07:05.000;;
fr-fr;491;16746;3327640;3336203;2020-07-04 22:07:08.000;;
fr-fr;985;11646;3327641;3336204;2020-07-04 22:07:38.000;;
es-es;393;1797;3327642;3336205;2020-07-04 22:07:44.000;2021-01-05 10:15:47.000;
fr-fr;153;3215;3327643;3336206;2020-07-04 22:08:04.000;;
fr-fr;604;3980;3327645;3336208;2020-07-04 22:09:09.000;;
fr-fr;80;1188;3327646;3336209;2020-07-04 22:09:19.000;;
fr-fr;256;21898;3327647;3336210;2020-07-04 22:09:27.000;;
fr-fr;407;87225;3327650;3336213;2020-07-04 22:10:41.000;;
fr-fr;491;3215;3327651;3336214;2020-07-04 22:10:47.000;2020-07-10 18:41:16.000;
es-es;138;14574;3327652;3336215;2020-07-04 22:10:54.000;;
de-de;138;14550;3327653;3336216;2020-07-04 22:12:07.000;;
fr-fr;353;3206;3327654;3336217;2020-07-04 22:12:11.000;2020-07-07 14:27:45.000;
fr-fr;1;2290;3327655;3336218;2020-07-04 22:12:40.000;;
fr-fr;233;3207;3327656;3336219;2020-07-04 22:12:42.000;2020-07-07 20:07:01.000;2020-07-12 18:10:00.000
fr-fr;358;21902;3327657;3336220;2020-07-04 22:13:03.000;;
de-de;342;1544;3327658;3336221;2020-07-04 22:13:07.000;;
fr-fr;41;10743;3327660;3336223;2020-07-04 22:13:51.000;;
fr-fr;713;14577;3327661;3336224;2020-07-04 22:13:57.000;2020-07-05 13:03:26.000;
fr-fr;358;25745;3327662;3336225;2020-07-04 22:14:09.000;2020-12-05 20:43:55.000;
fr-fr;666;6516;3327665;3336228;2020-07-04 22:15:11.000;;
de-de;80;16746;3327667;3336230;2020-07-04 22:16:06.000;;
fr-fr;546;15023;3327670;3336233;2020-07-04 22:17:21.000;2020-08-21 20:30:54.000;2020-10-19 15:10:43.000
fr-fr;342;1859;3327672;3336235;2020-07-04 22:18:01.000;;
fr-fr;353;3217;3327674;3336237;2020-07-04 22:18:28.000;2020-07-09 21:06:41.000;
fr-fr;491;16746;3327675;3336238;2020-07-04 22:18:29.000;;
fr-fr;80;36829;3327676;3336239;2020-07-04 22:18:33.000;2020-07-06 18:29:42.000;
fr-fr;713;14575;3327678;3336241;2020-07-04 22:19:30.000;2021-01-06 14:36:19.000;
fr-fr;78;2330;3327681;3336244;2020-07-04 22:20:04.000;2020-07-05 11:40:26.000;
fr-fr;477;16746;3327682;3336245;2020-07-04 22:20:10.000;2020-07-05 15:20:41.000;2020-07-06 18:08:54.000
fr-fr;1124;1859;3327683;3336246;2020-07-04 22:20:13.000;;
fr-fr;74;51779;3327684;3336247;2020-07-04 22:20:27.000;2020-07-09 23:05:59.000;
fr-fr;138;14892;3327685;3336248;2020-07-04 22:21:10.000;;
fr-fr;331;14574;3327686;3336249;2020-07-04 22:21:26.000;;
fr-fr;256;14558;3327688;3336251;2020-07-04 22:21:45.000;;
fr-fr;826;1797;3327689;3336252;2020-07-04 22:21:51.000;;
fr-fr;918;3215;3327690;3336253;2020-07-04 22:21:51.000;;
fr-fr;233;1755;3327691;3336254;2020-07-04 22:21:57.000;;
fr-fr;25;121786;3327692;3336255;2020-07-04 22:21:59.000;;
fr-fr;256;3207;3327693;3336256;2020-07-04 22:22:14.000;;
fr-fr;39;12897;3327694;3336257;2020-07-04 22:22:33.000;2020-07-07 20:17:18.000;
fr-fr;282;2827;3327696;3336259;2020-07-04 22:22:36.000;;
es-es;3;21872;3327699;3336262;2020-07-04 22:23:00.000;;
es-es;441;14558;3327701;3336264;2020-07-04 22:23:10.000;;
es-es;166;1755;3327702;3336265;2020-07-04 22:23:26.000;;
es-es;80;16746;3327705;3336268;2020-07-04 22:24:27.000;2020-07-05 22:12:15.000;
fr-fr;1001;116746;3327707;3336270;2020-07-04 22:24:52.000;2020-07-10 09:37:09.000;
fr-fr;68;16032;3327709;3336272;2020-07-04 22:25:06.000;;
fr-fr;332;15028;3327711;3336274;2020-07-04 22:25:26.000;;
fr-fr;491;3215;3327712;3336275;2020-07-04 22:26:04.000;2020-07-07 12:30:47.000;
fr-fr;39;17486;3327714;3336277;2020-07-04 22:26:20.000;;2020-07-05 15:40:17.000
es-es;459;1755;3327715;3336278;2020-07-04 22:26:21.000;2020-07-09 17:46:12.000;2020-10-02 13:48:43.000
fr-fr;220;3218;3327716;3336279;2020-07-04 22:26:39.000;;
fr-fr;138;22852;3327717;3336280;2020-07-04 22:26:56.000;;
es-es;310;14562;3327719;3336282;2020-07-04 22:27:04.000;;
fr-fr;713;3207;3327721;3336284;2020-07-04 22:27:16.000;2020-07-30 15:28:06.000;
fr-fr;68;11645;3327726;3336289;2020-07-04 22:28:00.000;;
fr-fr;468;24060;3327727;3336290;2020-07-04 22:28:05.000;2020-07-19 17:20:18.000;2020-07-26 18:49:27.000
es-es;1;1793;3327728;3336291;2020-07-04 22:28:16.000;2020-07-05 02:27:22.000;2020-08-08 12:06:06.000
fr-fr;918;2174;3327729;3336292;2020-07-04 22:28:16.000;2020-08-25 18:42:58.000;
fr-fr;716;11380;3327730;3336293;2020-07-04 22:28:18.000;;
fr-fr;935;1186;3327731;3336294;2020-07-04 22:28:45.000;;
fr-fr;78;17883;3327733;3336296;2020-07-04 22:29:48.000;;
fr-fr;918;3215;3327734;3336297;2020-07-04 22:30:04.000;;
fr-fr;220;14562;3327735;3336298;2020-07-04 22:30:09.000;;
fr-fr;540;125356;3327736;3336299;2020-07-04 22:30:16.000;;2020-07-05 12:59:10.000
es-es;310;16746;3327737;3336300;2020-07-04 22:30:26.000;;
es-es;1044;3221;3327740;3336303;2020-07-04 22:31:29.000;2020-08-22 11:38:01.000;
fr-fr;256;14893;3327744;3336307;2020-07-04 22:31:56.000;;
fr-fr;713;124631;3327745;3336308;2020-07-04 22:31:56.000;;
fr-fr;3;14159;3327746;3336309;2020-07-04 22:31:56.000;;2020-07-05 11:06:01.000
fr-fr;233;3206;3327748;3336311;2020-07-04 22:32:51.000;;
fr-fr;546;3218;3327749;3336312;2020-07-04 22:32:57.000;2020-07-06 21:39:09.000;
fr-fr;1019;6517;3327751;3336314;2020-07-04 22:33:27.000;2020-07-12 00:24:38.000;
fr-fr;918;3207;3327753;3336316;2020-07-04 22:34:21.000;;
fr-fr;78;10744;3327755;3336318;2020-07-04 22:34:55.000;;
de-de;138;14561;3327756;3336319;2020-07-04 22:35:00.000;;
fr-fr;560;14559;3327757;3336320;2020-07-04 22:35:02.000;2020-07-07 11:02:17.000;
es-es;491;14561;3327758;3336321;2020-07-04 22:35:06.000;;
fr-fr;459;1755;3327759;3336322;2020-07-04 22:35:20.000;;
es-es;342;38769;3327760;3336323;2020-07-04 22:35:24.000;2020-07-06 20:08:02.000;2020-07-12 11:31:46.000
fr-fr;80;1188;3327762;3336325;2020-07-04 22:35:58.000;;
fr-fr;414;1679;3327763;3336326;2020-07-04 22:36:13.000;2020-07-06 12:22:35.000;
fr-fr;282;2431;3327765;3336328;2020-07-04 22:36:29.000;;
fr-fr;860;1223;3327766;3336329;2020-07-04 22:36:53.000;;
fr-fr;7;123006;3327768;3336331;2020-07-04 22:37:28.000;;
fr-fr;170;2829;3327769;3336332;2020-07-04 22:37:46.000;;
fr-fr;918;3207;3327770;3336333;2020-07-04 22:37:58.000;2020-07-07 17:58:40.000;
fr-fr;918;3215;3327770;3336334;2020-07-04 22:37:58.000;;
fr-fr;78;14256;3327771;3336335;2020-07-04 22:37:58.000;2020-07-11 16:07:35.000;
de-de;1;3221;3327773;3336337;2020-07-04 22:38:37.000;;
fr-fr;39;14159;3327774;3336338;2020-07-04 22:38:39.000;;
fr-fr;491;3221;3327775;3336339;2020-07-04 22:38:44.000;2020-07-08 01:35:01.000;
de-de;353;21896;3327776;3336340;2020-07-04 22:39:41.000;;
fr-fr;94;47974;3327777;3336341;2020-07-04 22:39:56.000;;
fr-fr;342;1859;3327778;3336342;2020-07-04 22:40:32.000;;
fr-fr;491;14561;3327780;3336344;2020-07-04 22:41:15.000;2020-07-26 01:09:11.000;
fr-fr;1149;21893;3327781;3336345;2020-07-04 22:41:21.000;2020-07-11 00:36:19.000;2020-12-27 19:04:51.000
fr-fr;617;135601;3327782;3336346;2020-07-04 22:41:24.000;;
de-de;80;36829;3327783;3336347;2020-07-04 22:41:36.000;;
fr-fr;459;1755;3327784;3336348;2020-07-04 22:41:48.000;;
fr-fr;78;76873;3327785;3336349;2020-07-04 22:41:49.000;;
fr-be;491;3221;3327786;3336350;2020-07-04 22:42:35.000;2020-07-14 02:22:44.000;
fr-fr;835;1859;3327787;3336351;2020-07-04 22:42:40.000;2020-09-04 17:36:56.000;
fr-fr;918;3215;3327788;3336352;2020-07-04 22:42:53.000;;
fr-fr;138;3692;3327789;3336353;2020-07-04 22:43:00.000;;
fr-fr;26;25862;3327790;3336354;2020-07-04 22:43:01.000;2020-07-05 15:17:34.000;
fr-fr;713;14572;3327791;3336355;2020-07-04 22:43:06.000;2020-07-11 22:16:12.000;
de-de;80;36829;3327792;3336356;2020-07-04 22:43:19.000;;
fr-fr;170;1499;3327793;3336357;2020-07-04 22:43:20.000;2020-07-10 17:18:28.000;
fr-fr;116;2289;3327794;3336358;2020-07-04 22:43:27.000;2020-07-07 12:21:07.000;
fr-fr;713;14550;3327795;3336359;2020-07-04 22:43:35.000;;
fr-fr;918;3215;3327796;3336360;2020-07-04 22:43:39.000;;
fr-fr;411;16746;3327798;3336362;2020-07-04 22:44:29.000;;
fr-fr;991;1867;3327799;3336363;2020-07-04 22:44:42.000;2020-07-07 12:56:37.000;2020-10-03 20:12:37.000
fr-fr;153;3217;3327800;3336364;2020-07-04 22:44:47.000;2020-07-05 12:35:17.000;
es-es;365;14555;3327801;3336365;2020-07-04 22:44:50.000;;
fr-fr;256;14555;3327804;3336368;2020-07-04 22:45:31.000;2020-09-10 16:35:56.000;
fr-fr;414;3206;3327807;3336371;2020-07-04 22:46:35.000;;
fr-fr;1124;1859;3327808;3336372;2020-07-04 22:46:39.000;;
fr-fr;491;3221;3327809;3336373;2020-07-04 22:46:41.000;;
fr-fr;918;3215;3327810;3336374;2020-07-04 22:46:41.000;;
fr-fr;3;10238;3327812;3336376;2020-07-04 22:47:04.000;2020-07-07 22:53:46.000;
es-es;342;1859;3327813;3336377;2020-07-04 22:47:06.000;2020-07-10 14:45:20.000;2020-08-06 15:15:08.000
es-es;393;1797;3327814;3336378;2020-07-04 22:47:21.000;2020-07-05 00:09:56.000;2020-07-05 15:12:18.000
fr-fr;918;3283;3327815;3336379;2020-07-04 22:47:23.000;;
fr-fr;918;3215;3327816;3336380;2020-07-04 22:47:27.000;;
fr-fr;342;36827;3327817;3336381;2020-07-04 22:47:42.000;;
fr-fr;918;3215;3327818;3336382;2020-07-04 22:48:00.000;2020-07-08 23:45:42.000;
fr-fr;15;17486;3327819;3336383;2020-07-04 22:48:00.000;;
fr-fr;713;16746;3327821;3336385;2020-07-04 22:48:24.000;2020-07-11 09:48:40.000;
fr-fr;39;27302;3327822;3336386;2020-07-04 22:48:32.000;;
fr-fr;918;3215;3327824;3336388;2020-07-04 22:49:44.000;;
fr-fr;233;3207;3327826;3336390;2020-07-04 22:50:06.000;;
de-de;491;3207;3327829;3336393;2020-07-04 22:50:50.000;;
fr-fr;138;21872;3327832;3336396;2020-07-04 22:51:05.000;;
fr-fr;168;1750;3327833;3336397;2020-07-04 22:51:20.000;;
es-es;393;1797;3327835;3336399;2020-07-04 22:51:46.000;2020-09-02 20:00:17.000;
fr-fr;881;16746;3327836;3336400;2020-07-04 22:51:55.000;;
fr-fr;881;16746;3327837;3336401;2020-07-04 22:51:57.000;2020-11-06 21:25:02.000;
fr-fr;2;1662;3327839;3336403;2020-07-04 22:52:21.000;2020-07-24 16:05:10.000;
fr-fr;1;1794;3327840;3336404;2020-07-04 22:52:24.000;2020-07-07 21:23:38.000;
fr-fr;342;1859;3327842;3336406;2020-07-04 22:52:27.000;;
fr-fr;170;1688;3327843;3336407;2020-07-04 22:52:46.000;;
fr-fr;918;3207;3327846;3336410;2020-07-04 22:53:51.000;;
fr-fr;459;1794;3327847;3336411;2020-07-04 22:53:56.000;2020-07-10 17:40:40.000;2020-07-19 17:39:43.000
fr-fr;331;27524;3327850;3336414;2020-07-04 22:54:59.000;;
fr-fr;138;2827;3327852;3336416;2020-07-04 22:55:15.000;;
fr-fr;604;34911;3327853;3336417;2020-07-04 22:55:19.000;2020-07-08 00:15:43.000;
fr-fr;25;23862;3327855;3336419;2020-07-04 22:55:33.000;;
es-es;1029;16746;3327856;3336420;2020-07-04 22:55:38.000;2020-07-06 19:27:43.000;
fr-fr;746;21896;3327857;3336421;2020-07-04 22:55:45.000;2020-07-10 20:53:53.000;
fr-fr;331;27524;3327859;3336423;2020-07-04 22:55:54.000;;
es-es;1044;3215;3327860;3336424;2020-07-04 22:55:56.000;;
fr-fr;491;14561;3327861;3336425;2020-07-04 22:56:03.000;;
fr-fr;220;3218;3327862;3336426;2020-07-04 22:56:16.000;;
fr-fr;477;2174;3327865;3336429;2020-07-04 22:57:15.000;2020-08-29 23:28:04.000;
es-es;918;3218;3327866;3336430;2020-07-04 22:57:16.000;;
fr-fr;491;14561;3327868;3336432;2020-07-04 22:57:56.000;;
fr-fr;353;3217;3327870;3336434;2020-07-04 22:58:56.000;;
fr-fr;595;17775;3327872;3336436;2020-07-04 22:59:47.000;2020-07-09 12:50:24.000;
de-de;138;14561;3327873;3336437;2020-07-04 23:00:03.000;;
fr-fr;166;1755;3327874;3336438;2020-07-04 23:00:04.000;;
fr-fr;407;12896;3327875;3336439;2020-07-04 23:00:54.000;2020-07-06 21:15:41.000;
fr-fr;220;3218;3327876;3336440;2020-07-04 23:00:58.000;;
fr-fr;80;1225;3327878;3336442;2020-07-04 23:01:19.000;;
fr-fr;220;14562;3327881;3336445;2020-07-04 23:02:06.000;;
fr-fr;342;36827;3327883;3336447;2020-07-04 23:02:18.000;;
fr-fr;60;17775;3327884;3336448;2020-07-04 23:02:22.000;;
fr-fr;80;1225;3327887;3336451;2020-07-04 23:02:31.000;;
de-de;25;45351;3327890;3336454;2020-07-04 23:03:01.000;2020-10-15 19:17:27.000;
de-de;716;22336;3327891;3336455;2020-07-04 23:03:01.000;2020-07-09 14:02:20.000;2020-08-14 16:30:17.000
fr-fr;595;17775;3327892;3336456;2020-07-04 23:03:12.000;2020-07-09 15:57:26.000;
fr-fr;220;3218;3327893;3336457;2020-07-04 23:03:17.000;;
fr-fr;929;121120;3327898;3336462;2020-07-04 23:04:36.000;2020-07-09 20:56:31.000;
fr-fr;713;124631;3327899;3336463;2020-07-04 23:04:41.000;2020-07-15 22:07:50.000;
de-de;353;3206;3327900;3336464;2020-07-04 23:04:59.000;2020-07-11 14:10:03.000;
fr-fr;2;3206;3327901;3336465;2020-07-04 23:05:13.000;;
fr-fr;944;12056;3327902;3336466;2020-07-04 23:05:19.000;;
fr-fr;168;1677;3327903;3336467;2020-07-04 23:05:29.000;;
fr-fr;365;14558;3327906;3336470;2020-07-04 23:05:50.000;;
de-de;138;3700;3327907;3336471;2020-07-04 23:06:06.000;;
fr-fr;68;1206;3327908;3336472;2020-07-04 23:06:32.000;2020-10-10 01:02:27.000;
es-es;138;17631;3327910;3336474;2020-07-04 23:06:47.000;2020-11-14 16:49:59.000;
fr-fr;713;14550;3327917;3336482;2020-07-04 23:07:21.000;;
de-de;491;3215;3327918;3336483;2020-07-04 23:07:25.000;;
fr-fr;477;13836;3327922;3336487;2020-07-04 23:08:26.000;2020-07-19 17:46:26.000;
fr-fr;220;3218;3327923;3336488;2020-07-04 23:08:40.000;2020-07-06 20:46:41.000;
fr-be;835;1859;3327924;3336489;2020-07-04 23:08:43.000;;
fr-fr;495;38837;3327928;3336493;2020-07-04 23:08:47.000;;
es-es;166;3214;3327934;3336500;2020-07-04 23:09:11.000;2020-08-02 12:24:09.000;
fr-fr;1124;1859;3327935;3336501;2020-07-04 23:09:27.000;;
fr-fr;985;14665;3327936;3336502;2020-07-04 23:10:04.000;;
fr-fr;78;2256;3327937;3336503;2020-07-04 23:10:13.000;;
